Transaction_ID,Book_Title,Author,Genre,ISBN,Publisher,Publication_Year,Language,Pages,Available_Copies,Total_Copies,User_ID,User_Name,Borrowing_Duration_Days,Date,Status
376,Operating System Concepts,Alan Beaulieu,Algorithms,9780224403898,Microsoft Press,2017,English,758,7,10,M243,Member_72,2025-02-11,2025-02-26,Issued
377,SQL for Beginners,Stuart Russell,Web,9780421453902,MIT Press,2022,English,731,6,7,M836,Member_285,2025-01-14,2025-01-29,Returned
378,Introduction to Algorithms,Abraham Silberschatz,Web,9780218985331,OReilly,2015,English,232,5,10,M959,Member_409,2025-02-17,2025-03-04,Issued
379,Artificial Intelligence Basics,William Vincent,Database,9780697941114,Wiley,2017,English,845,3,6,M747,Member_103,2025-01-23,2025-02-07,Returned
380,Excel for Data Analysis,Andrew Ng,Algorithms,9780391501692,Microsoft Press,2022,English,869,8,14,M122,Member_155,2025-01-20,2025-02-04,Returned
381,Machine Learning Guide,Abraham Silberschatz,Database,9780911768480,Pearson,2017,English,425,0,8,M434,Member_326,2025-01-06,2025-01-21,Issued
382,Excel for Data Analysis,Alan Beaulieu,Data Science,9780346252911,OReilly,2020,English,937,9,7,M359,Member_446,2025-01-05,2025-01-20,Returned
383,Machine Learning Guide,William Vincent,Web,9780366686732,Pearson,2015,English,490,3,8,M742,Member_319,2025-03-01,2025-03-16,Returned
384,Operating System Concepts,Jake VanderPlas,Programming,9780447988051,Microsoft Press,2018,English,871,6,5,M207,Member_469,2025-02-05,2025-02-20,Returned
385,Python Programming,William Vincent,AI,9780977096514,Wiley,2015,English,931,8,11,M269,Member_366,2025-02-06,2025-02-21,Returned
386,Deep Learning Basics,Thomas H. Cormen,Data Science,9780340985467,Wiley,2020,English,610,2,5,M754,Member_450,2025-01-30,2025-02-14,Issued
387,Introduction to Algorithms,Stuart Russell,Database,9780440577312,OReilly,2019,English,208,7,15,M226,Member_455,2025-02-27,2025-03-14,Issued
388,Excel for Data Analysis,Alan Beaulieu,AI,9780758005354,OReilly,2016,English,695,9,7,M455,Member_260,2025-02-03,2025-02-18,Returned
389,Deep Learning Basics,Andrew Ng,AI,9780581072878,Microsoft Press,2024,English,869,7,10,M290,Member_49,2025-02-25,2025-03-12,Issued
390,SQL for Beginners,William Vincent,Database,9780400147055,OReilly,2020,English,758,2,15,M283,Member_393,2025-02-04,2025-02-19,Issued
391,Web Development with Django,Andrew Ng,Database,9780570378230,Wiley,2024,English,820,7,5,M951,Member_409,2025-01-28,2025-02-12,Returned
392,Operating System Concepts,Stuart Russell,Data Science,9780498606789,Microsoft Press,2023,English,252,10,6,M681,Member_37,2025-01-17,2025-02-01,Returned
393,SQL for Beginners,Stuart Russell,AI,9780699615853,Pearson,2021,English,356,6,11,M899,Member_53,2025-02-17,2025-03-04,Returned
394,Machine Learning Guide,Abraham Silberschatz,Programming,9780892663515,Pearson,2024,English,931,9,15,M363,Member_198,2025-01-18,2025-02-02,Issued
395,Machine Learning Guide,Ian Goodfellow,Programming,9780866610662,Wiley,2021,English,314,6,10,M649,Member_437,2025-01-05,2025-01-20,Returned
396,Introduction to Algorithms,Thomas H. Cormen,Web,9780416603021,MIT Press,2020,English,232,3,12,M192,Member_231,2025-01-18,2025-02-02,Issued
397,Operating System Concepts,Ian Goodfellow,Web,9780269311249,OReilly,2021,English,1170,7,15,M599,Member_168,2025-01-01,2025-01-16,Issued
398,Artificial Intelligence Basics,Abraham Silberschatz,Web,9780578011564,Wiley,2023,English,267,5,10,M436,Member_311,2025-01-05,2025-01-20,Returned
399,Web Development with Django,Andrew Ng,AI,9780979554490,Wiley,2016,English,247,8,13,M452,Member_14,2025-02-09,2025-02-24,Issued
400,Deep Learning Basics,Abraham Silberschatz,Database,9780505800916,Pearson,2021,English,569,3,7,M985,Member_63,2025-02-24,2025-03-11,Returned
401,Machine Learning Guide,Wayne Winston,AI,9780394912540,OReilly,2015,English,1161,0,9,M929,Member_428,2025-02-19,2025-03-06,Issued
402,Deep Learning Basics,William Vincent,Data Science,9780831508906,Pearson,2021,English,516,6,11,M836,Member_374,2025-01-25,2025-02-09,Returned
403,Data Science Handbook,Jake VanderPlas,Data Science,9780105651395,MIT Press,2024,English,506,3,5,M519,Member_11,2025-01-12,2025-01-27,Issued
404,Data Science Handbook,Andrew Ng,Web,9780624062976,Microsoft Press,2015,English,537,5,6,M955,Member_383,2025-02-04,2025-02-19,Issued
405,Data Science Handbook,Wayne Winston,Data Science,9780857702356,OReilly,2016,English,1000,5,9,M375,Member_390,2025-02-01,2025-02-16,Issued
406,Data Science Handbook,Jake VanderPlas,Algorithms,9780993721034,Pearson,2015,English,937,9,15,M265,Member_92,2025-01-01,2025-01-16,Issued
407,Web Development with Django,Ian Goodfellow,Web,9780328746184,Microsoft Press,2022,English,241,0,7,M625,Member_206,2025-01-31,2025-02-15,Returned
408,Deep Learning Basics,Thomas H. Cormen,Web,9780574419491,MIT Press,2022,English,1148,1,11,M185,Member_170,2025-03-01,2025-03-16,Returned
409,Machine Learning Guide,Ian Goodfellow,Database,9780322771127,MIT Press,2020,English,231,0,9,M599,Member_464,2025-01-02,2025-01-17,Issued
410,Operating System Concepts,Wayne Winston,AI,9780869279963,Wiley,2020,English,808,10,14,M866,Member_409,2025-02-10,2025-02-25,Issued
411,Artificial Intelligence Basics,Wayne Winston,AI,9780930043916,Wiley,2019,English,262,4,6,M696,Member_103,2025-02-15,2025-03-02,Issued
412,Introduction to Algorithms,John Smith,AI,9780492268083,OReilly,2016,English,1173,8,14,M414,Member_184,2025-01-11,2025-01-26,Returned
413,Web Development with Django,Wayne Winston,AI,9780890531043,MIT Press,2016,English,615,7,13,M462,Member_41,2025-02-02,2025-02-17,Issued
414,Machine Learning Guide,Jake VanderPlas,Web,9780337211641,MIT Press,2019,English,1136,1,6,M612,Member_1,2025-01-31,2025-02-15,Returned
415,Artificial Intelligence Basics,Jake VanderPlas,Programming,9780518147204,Microsoft Press,2023,English,986,8,10,M850,Member_464,2025-01-19,2025-02-03,Returned
416,Operating System Concepts,William Vincent,Web,9780734723961,MIT Press,2021,English,542,10,8,M734,Member_15,2025-01-30,2025-02-14,Returned
417,SQL for Beginners,Abraham Silberschatz,AI,9780630127267,MIT Press,2017,English,226,4,9,M388,Member_432,2025-01-31,2025-02-15,Returned
418,Web Development with Django,Ian Goodfellow,Data Science,9780472422915,OReilly,2015,English,999,6,11,M736,Member_457,2025-01-27,2025-02-11,Issued
419,Data Science Handbook,Abraham Silberschatz,Database,9780481959743,Wiley,2017,English,842,8,7,M951,Member_256,2025-01-27,2025-02-11,Returned
420,Operating System Concepts,Abraham Silberschatz,Data Science,9780748060146,Wiley,2022,English,759,5,7,M307,Member_106,2025-01-01,2025-01-16,Issued
421,Operating System Concepts,William Vincent,AI,9780303517102,Microsoft Press,2021,English,916,3,9,M606,Member_319,2025-02-27,2025-03-14,Issued
422,Deep Learning Basics,Wayne Winston,Algorithms,9780637948602,Pearson,2015,English,799,0,13,M319,Member_54,2025-01-21,2025-02-05,Issued
423,Data Science Handbook,Alan Beaulieu,Web,9780210136827,OReilly,2021,English,498,8,11,M127,Member_114,2025-01-10,2025-01-25,Issued
424,Web Development with Django,Abraham Silberschatz,Web,9780154963830,Pearson,2015,English,1147,7,9,M604,Member_484,2025-01-30,2025-02-14,Returned
425,Excel for Data Analysis,John Smith,AI,9780393502300,OReilly,2022,English,663,7,5,M429,Member_142,2025-01-16,2025-01-31,Issued
426,Artificial Intelligence Basics,Thomas H. Cormen,Web,9780989383504,MIT Press,2022,English,686,2,12,M400,Member_276,2025-01-01,2025-01-16,Returned
427,Deep Learning Basics,Ian Goodfellow,Programming,9780277933743,Pearson,2017,English,873,2,15,M761,Member_57,2025-02-22,2025-03-09,Issued
428,Excel for Data Analysis,Jake VanderPlas,Data Science,9780523515377,MIT Press,2017,English,365,5,15,M329,Member_383,2025-01-03,2025-01-18,Issued
429,Introduction to Algorithms,John Smith,Web,9780838428906,Wiley,2018,English,1099,3,12,M232,Member_231,2025-02-18,2025-03-05,Returned
430,Machine Learning Guide,Alan Beaulieu,Data Science,9780236644207,OReilly,2019,English,792,6,12,M202,Member_211,2025-01-07,2025-01-22,Returned
431,Machine Learning Guide,William Vincent,Database,9780973538216,Microsoft Press,2015,English,527,4,5,M233,Member_271,2025-01-03,2025-01-18,Issued
432,SQL for Beginners,Wayne Winston,AI,9780637486638,Wiley,2018,English,276,1,9,M823,Member_425,2025-03-01,2025-03-16,Returned
433,Excel for Data Analysis,Thomas H. Cormen,AI,9780182256366,Microsoft Press,2022,English,953,6,10,M393,Member_57,2025-03-01,2025-03-16,Issued
434,Deep Learning Basics,Abraham Silberschatz,Data Science,9780128593039,Pearson,2019,English,1069,10,10,M290,Member_385,2025-02-25,2025-03-12,Returned
435,Artificial Intelligence Basics,Alan Beaulieu,Web,9780148049425,MIT Press,2020,English,1094,3,7,M959,Member_334,2025-01-23,2025-02-07,Issued
436,Artificial Intelligence Basics,Abraham Silberschatz,Web,9780323854796,Microsoft Press,2015,English,721,4,14,M105,Member_113,2025-02-09,2025-02-24,Returned
437,Operating System Concepts,Thomas H. Cormen,Algorithms,9780998124936,MIT Press,2015,English,898,7,15,M267,Member_473,2025-02-25,2025-03-12,Issued
438,Machine Learning Guide,Jake VanderPlas,Web,9780845853597,Pearson,2024,English,494,8,10,M681,Member_385,2025-01-27,2025-02-11,Issued
439,Artificial Intelligence Basics,William Vincent,Programming,9780913439983,MIT Press,2018,English,339,1,9,M403,Member_479,2025-01-14,2025-01-29,Issued
440,Data Science Handbook,Wayne Winston,Programming,9780424093731,Wiley,2022,English,479,5,8,M324,Member_163,2025-02-21,2025-03-08,Issued
441,Introduction to Algorithms,Wayne Winston,Database,9780463243331,MIT Press,2023,English,565,1,5,M917,Member_485,2025-01-27,2025-02-11,Returned
442,Deep Learning Basics,Thomas H. Cormen,Programming,9780498802474,OReilly,2024,English,778,7,8,M128,Member_382,2025-01-04,2025-01-19,Returned
443,SQL for Beginners,Ian Goodfellow,AI,9780951147301,Wiley,2022,English,396,2,12,M538,Member_458,2025-02-21,2025-03-08,Issued
444,Excel for Data Analysis,John Smith,Algorithms,9780284564348,Microsoft Press,2019,English,638,9,10,M949,Member_450,2025-01-29,2025-02-13,Issued
445,Machine Learning Guide,Andrew Ng,Data Science,9780479076137,Microsoft Press,2019,English,1075,4,12,M117,Member_361,2025-01-27,2025-02-11,Returned
446,SQL for Beginners,Ian Goodfellow,Web,9780576675199,Microsoft Press,2020,English,461,0,12,M523,Member_348,2025-01-09,2025-01-24,Returned
447,Web Development with Django,Abraham Silberschatz,AI,9780302262654,OReilly,2020,English,248,4,9,M881,Member_302,2025-01-27,2025-02-11,Returned
448,Web Development with Django,Stuart Russell,Algorithms,9780406203642,MIT Press,2024,English,399,10,5,M253,Member_413,2025-01-13,2025-01-28,Returned
449,Python Programming,Ian Goodfellow,Database,9780851577036,OReilly,2022,English,787,10,13,M607,Member_68,2025-02-11,2025-02-26,Returned
450,Machine Learning Guide,William Vincent,AI,9780172719427,MIT Press,2021,English,1188,2,6,M426,Member_218,2025-01-12,2025-01-27,Returned
451,Deep Learning Basics,John Smith,Web,9780853974576,OReilly,2024,English,1065,10,7,M261,Member_380,2025-02-19,2025-03-06,Returned
452,Data Science Handbook,Ian Goodfellow,Data Science,9780521873591,OReilly,2019,English,260,8,9,M502,Member_466,2025-01-18,2025-02-02,Returned
453,Excel for Data Analysis,Stuart Russell,Web,9780904329777,Pearson,2024,English,1077,4,15,M152,Member_247,2025-01-16,2025-01-31,Issued
454,Python Programming,Thomas H. Cormen,Database,9780414137229,OReilly,2021,English,1025,0,5,M431,Member_454,2025-02-21,2025-03-08,Returned
455,Data Science Handbook,Alan Beaulieu,Algorithms,9780843234758,Pearson,2021,English,453,3,6,M237,Member_371,2025-02-10,2025-02-25,Issued
456,Deep Learning Basics,Alan Beaulieu,Algorithms,9780265307092,Wiley,2017,English,642,10,11,M865,Member_492,2025-02-05,2025-02-20,Issued
457,Operating System Concepts,Ian Goodfellow,Algorithms,9780533335298,Wiley,2023,English,377,10,5,M400,Member_110,2025-02-28,2025-03-15,Returned
458,Introduction to Algorithms,Thomas H. Cormen,AI,9780363178438,Microsoft Press,2022,English,1184,6,9,M654,Member_93,2025-01-15,2025-01-30,Issued
459,SQL for Beginners,Alan Beaulieu,Data Science,9780549569799,Microsoft Press,2017,English,545,10,8,M610,Member_133,2025-03-01,2025-03-16,Returned
460,Artificial Intelligence Basics,Thomas H. Cormen,Data Science,9780727662683,Wiley,2019,English,1193,0,5,M830,Member_241,2025-02-13,2025-02-28,Returned
461,Introduction to Algorithms,Stuart Russell,Algorithms,9780234184903,Pearson,2016,English,912,2,12,M616,Member_30,2025-01-01,2025-01-16,Issued
462,Introduction to Algorithms,Wayne Winston,Data Science,9780208796276,OReilly,2021,English,334,10,12,M656,Member_81,2025-01-31,2025-02-15,Issued
463,Artificial Intelligence Basics,Alan Beaulieu,Data Science,9780951800854,MIT Press,2021,English,489,2,6,M928,Member_305,2025-01-04,2025-01-19,Issued
464,Machine Learning Guide,Ian Goodfellow,Algorithms,9780816777315,Microsoft Press,2020,English,448,8,15,M759,Member_193,2025-02-23,2025-03-10,Returned
465,Introduction to Algorithms,Alan Beaulieu,Web,9780230117798,OReilly,2018,English,686,5,11,M538,Member_275,2025-01-08,2025-01-23,Issued
466,Artificial Intelligence Basics,Alan Beaulieu,Programming,9780292139636,Microsoft Press,2018,English,1050,5,12,M660,Member_105,2025-01-04,2025-01-19,Returned
467,Introduction to Algorithms,Abraham Silberschatz,Data Science,9780879215716,Wiley,2024,English,249,0,7,M575,Member_385,2025-02-12,2025-02-27,Issued
468,Operating System Concepts,Thomas H. Cormen,AI,9780542164677,MIT Press,2021,English,1030,6,12,M540,Member_404,2025-01-14,2025-01-29,Issued
469,Introduction to Algorithms,Jake VanderPlas,Web,9780897208618,Wiley,2015,English,642,4,11,M843,Member_146,2025-02-05,2025-02-20,Issued
470,Introduction to Algorithms,William Vincent,Web,9780972050575,Wiley,2016,English,517,0,9,M819,Member_310,2025-02-06,2025-02-21,Issued
471,Operating System Concepts,Jake VanderPlas,Data Science,9780434294425,Microsoft Press,2020,English,521,5,15,M323,Member_64,2025-02-22,2025-03-09,Returned
472,SQL for Beginners,William Vincent,AI,9780517379636,Wiley,2018,English,243,9,12,M116,Member_392,2025-01-25,2025-02-09,Returned
473,Web Development with Django,Thomas H. Cormen,Programming,9780791304640,MIT Press,2023,English,939,1,8,M554,Member_322,2025-01-24,2025-02-08,Issued
474,Python Programming,William Vincent,Programming,9780909621416,Wiley,2015,English,991,1,14,M965,Member_496,2025-02-11,2025-02-26,Returned
475,SQL for Beginners,John Smith,Database,9780263043654,Microsoft Press,2017,English,1136,1,6,M989,Member_167,2025-02-25,2025-03-12,Returned
476,SQL for Beginners,Wayne Winston,Programming,9780764450184,OReilly,2020,English,1179,5,10,M994,Member_237,2025-02-09,2025-02-24,Issued
477,Excel for Data Analysis,Stuart Russell,Web,9780486133052,Wiley,2024,English,580,4,7,M132,Member_294,2025-01-08,2025-01-23,Returned
478,Data Science Handbook,Thomas H. Cormen,Data Science,9780578325012,Wiley,2017,English,342,9,14,M539,Member_304,2025-02-02,2025-02-17,Issued
479,Machine Learning Guide,Thomas H. Cormen,Web,9780756558237,OReilly,2024,English,315,9,7,M175,Member_263,2025-02-21,2025-03-08,Issued
480,Excel for Data Analysis,Abraham Silberschatz,Web,9780820192522,Wiley,2020,English,692,4,9,M621,Member_90,2025-01-17,2025-02-01,Returned
481,Data Science Handbook,Stuart Russell,Data Science,9780264467591,Wiley,2023,English,1066,5,15,M983,Member_340,2025-02-20,2025-03-07,Returned
482,Deep Learning Basics,Abraham Silberschatz,Algorithms,9780741196849,OReilly,2024,English,690,8,9,M543,Member_346,2025-02-05,2025-02-20,Returned
483,Machine Learning Guide,Alan Beaulieu,Web,9780281489999,Wiley,2021,English,370,4,9,M214,Member_385,2025-02-18,2025-03-05,Issued
484,Data Science Handbook,Andrew Ng,Programming,9780966217525,MIT Press,2019,English,680,1,10,M485,Member_292,2025-01-29,2025-02-13,Returned
485,Data Science Handbook,Andrew Ng,Database,9780922954959,Pearson,2021,English,1149,8,8,M874,Member_210,2025-02-19,2025-03-06,Issued
486,Introduction to Algorithms,Stuart Russell,AI,9780309365039,Pearson,2016,English,1125,5,11,M556,Member_481,2025-01-30,2025-02-14,Issued
487,Deep Learning Basics,Abraham Silberschatz,Data Science,9780356107627,Wiley,2021,English,1126,4,12,M422,Member_15,2025-02-17,2025-03-04,Returned
488,Deep Learning Basics,Alan Beaulieu,Data Science,9780852085830,MIT Press,2018,English,285,8,7,M563,Member_463,2025-01-01,2025-01-16,Returned
489,Machine Learning Guide,Alan Beaulieu,Database,9780196789578,Microsoft Press,2021,English,449,5,8,M565,Member_381,2025-02-18,2025-03-05,Returned
490,Python Programming,Ian Goodfellow,Programming,9780228110415,MIT Press,2023,English,1057,3,13,M993,Member_139,2025-01-06,2025-01-21,Returned
491,Machine Learning Guide,Alan Beaulieu,Web,9780971444411,Microsoft Press,2018,English,702,0,7,M307,Member_151,2025-01-13,2025-01-28,Issued
492,Python Programming,Abraham Silberschatz,Database,9780235407766,Microsoft Press,2020,English,936,6,10,M499,Member_249,2025-02-24,2025-03-11,Returned
493,Machine Learning Guide,Stuart Russell,Algorithms,9780836906784,MIT Press,2023,English,926,8,12,M767,Member_75,2025-01-16,2025-01-31,Issued
494,Artificial Intelligence Basics,William Vincent,Programming,9780490663168,OReilly,2024,English,1177,4,10,M844,Member_16,2025-01-21,2025-02-05,Returned
495,Artificial Intelligence Basics,Abraham Silberschatz,Data Science,9780344398998,Microsoft Press,2024,English,1086,4,7,M524,Member_339,2025-01-16,2025-01-31,Returned
496,Web Development with Django,Jake VanderPlas,Database,9780325156241,Pearson,2015,English,430,9,8,M898,Member_456,2025-02-25,2025-03-12,Returned
497,Introduction to Algorithms,John Smith,Web,9780985175486,Wiley,2019,English,632,2,8,M914,Member_235,2025-02-23,2025-03-10,Issued
498,Artificial Intelligence Basics,Alan Beaulieu,Web,9780691514678,Wiley,2022,English,655,6,5,M967,Member_60,2025-01-22,2025-02-06,Issued
499,Introduction to Algorithms,Ian Goodfellow,Data Science,9780355362347,Wiley,2015,English,544,7,6,M467,Member_195,2025-01-15,2025-01-30,Returned
500,Web Development with Django,Andrew Ng,AI,9780660331477,Pearson,2017,English,435,4,5,M452,Member_36,2025-03-01,2025-03-16,Returned
501,Artificial Intelligence Basics,Thomas H. Cormen,Database,9780902884934,MIT Press,2020,English,934,9,5,M250,Member_309,2025-01-04,2025-01-19,Returned
502,Data Science Handbook,Jake VanderPlas,Database,9780660092710,Microsoft Press,2016,English,818,2,9,M182,Member_325,2025-02-01,2025-02-16,Returned
503,Introduction to Algorithms,John Smith,Programming,9780638783257,Wiley,2020,English,673,7,13,M966,Member_92,2025-01-28,2025-02-12,Returned
504,Operating System Concepts,Abraham Silberschatz,Database,9780569507597,Pearson,2018,English,786,3,8,M802,Member_1,2025-01-15,2025-01-30,Returned
505,Deep Learning Basics,John Smith,AI,9780216592138,OReilly,2015,English,400,10,11,M289,Member_29,2025-02-17,2025-03-04,Issued
506,Web Development with Django,Stuart Russell,Data Science,9780147387434,OReilly,2015,English,574,2,12,M286,Member_147,2025-01-09,2025-01-24,Returned
507,Deep Learning Basics,Stuart Russell,Web,9780157960609,OReilly,2020,English,576,3,14,M928,Member_135,2025-03-02,2025-03-17,Issued
508,Operating System Concepts,Jake VanderPlas,Programming,9780816508606,OReilly,2019,English,471,2,12,M872,Member_485,2025-01-01,2025-01-16,Returned
509,Python Programming,John Smith,Programming,9780677174694,MIT Press,2017,English,364,7,10,M517,Member_102,2025-02-13,2025-02-28,Returned
510,Python Programming,Stuart Russell,Algorithms,9780727959342,OReilly,2019,English,674,7,10,M993,Member_449,2025-02-24,2025-03-11,Returned
511,Operating System Concepts,Jake VanderPlas,Data Science,9780318861700,Pearson,2016,English,731,10,6,M960,Member_380,2025-01-12,2025-01-27,Issued
512,Data Science Handbook,John Smith,Programming,9780525930038,Wiley,2021,English,765,4,14,M323,Member_151,2025-02-28,2025-03-15,Returned
513,Artificial Intelligence Basics,Stuart Russell,Database,9780457860637,Pearson,2020,English,1032,0,10,M837,Member_44,2025-02-14,2025-03-01,Returned
514,Machine Learning Guide,Abraham Silberschatz,AI,9780219250733,Microsoft Press,2017,English,512,5,9,M857,Member_157,2025-01-28,2025-02-12,Returned
515,SQL for Beginners,Alan Beaulieu,Database,9780514272151,OReilly,2017,English,304,0,7,M241,Member_136,2025-02-13,2025-02-28,Issued
516,Operating System Concepts,Jake VanderPlas,Database,9780887934146,OReilly,2022,English,1155,6,10,M859,Member_461,2025-01-23,2025-02-07,Issued
517,Operating System Concepts,Wayne Winston,Programming,9780966129808,Microsoft Press,2024,English,500,6,7,M101,Member_146,2025-02-05,2025-02-20,Returned
518,Web Development with Django,John Smith,AI,9780548304060,OReilly,2019,English,788,4,8,M897,Member_391,2025-02-25,2025-03-12,Issued
519,Excel for Data Analysis,Stuart Russell,AI,9780985277894,OReilly,2021,English,1104,8,14,M789,Member_96,2025-02-01,2025-02-16,Returned
520,Excel for Data Analysis,Alan Beaulieu,AI,9780519588499,OReilly,2023,English,638,4,10,M275,Member_338,2025-01-22,2025-02-06,Issued
521,Machine Learning Guide,William Vincent,Database,9780658920422,OReilly,2015,English,982,6,6,M192,Member_73,2025-01-17,2025-02-01,Issued
522,SQL for Beginners,Thomas H. Cormen,AI,9780905501720,Microsoft Press,2016,English,1089,8,15,M983,Member_422,2025-02-26,2025-03-13,Returned
523,Web Development with Django,William Vincent,Database,9780809014884,Wiley,2020,English,775,5,7,M756,Member_102,2025-01-21,2025-02-05,Returned
524,Deep Learning Basics,Ian Goodfellow,Database,9780784702197,OReilly,2015,English,914,3,15,M500,Member_19,2025-02-18,2025-03-05,Issued
525,Python Programming,Wayne Winston,AI,9780539109995,OReilly,2019,English,491,4,11,M316,Member_220,2025-02-10,2025-02-25,Returned
526,Excel for Data Analysis,Ian Goodfellow,Algorithms,9780797892501,MIT Press,2022,English,500,5,6,M599,Member_21,2025-02-18,2025-03-05,Returned
527,Operating System Concepts,John Smith,Database,9780440594363,Microsoft Press,2015,English,1069,3,7,M805,Member_347,2025-01-31,2025-02-15,Returned
528,Data Science Handbook,Jake VanderPlas,Programming,9780428100863,Wiley,2023,English,1162,2,11,M728,Member_269,2025-01-15,2025-01-30,Returned
529,Web Development with Django,John Smith,Programming,9780758411684,Pearson,2020,English,326,5,9,M322,Member_106,2025-01-15,2025-01-30,Issued
530,Machine Learning Guide,Stuart Russell,Data Science,9780202954771,MIT Press,2021,English,748,4,8,M941,Member_18,2025-01-19,2025-02-03,Issued
531,Operating System Concepts,Stuart Russell,AI,9780641054306,OReilly,2015,English,255,4,5,M820,Member_354,2025-02-15,2025-03-02,Returned
532,SQL for Beginners,Alan Beaulieu,Programming,9780276162693,MIT Press,2018,English,364,10,7,M399,Member_266,2025-02-14,2025-03-01,Returned
533,Python Programming,Alan Beaulieu,Programming,9780462279787,MIT Press,2018,English,638,9,9,M212,Member_158,2025-02-07,2025-02-22,Returned
534,Deep Learning Basics,Wayne Winston,Database,9780435703372,Microsoft Press,2022,English,1031,3,8,M817,Member_469,2025-01-05,2025-01-20,Issued
535,Operating System Concepts,Thomas H. Cormen,Data Science,9780464060002,Wiley,2015,English,486,5,11,M259,Member_114,2025-01-13,2025-01-28,Issued
536,Artificial Intelligence Basics,William Vincent,Data Science,9780565397690,Wiley,2021,English,1102,9,10,M346,Member_4,2025-01-16,2025-01-31,Returned
537,SQL for Beginners,William Vincent,Data Science,9780683739140,Microsoft Press,2015,English,669,7,6,M232,Member_40,2025-02-02,2025-02-17,Returned
538,Introduction to Algorithms,Stuart Russell,Database,9780671606399,Microsoft Press,2019,English,471,0,10,M800,Member_114,2025-02-16,2025-03-03,Issued
539,Introduction to Algorithms,Wayne Winston,Programming,9780513293955,MIT Press,2020,English,745,5,10,M843,Member_124,2025-02-05,2025-02-20,Returned
540,Data Science Handbook,Abraham Silberschatz,AI,9780506009778,OReilly,2020,English,767,7,5,M697,Member_304,2025-02-05,2025-02-20,Issued
541,Machine Learning Guide,Thomas H. Cormen,Web,9780132945433,Microsoft Press,2024,English,393,7,15,M238,Member_117,2025-02-06,2025-02-21,Issued
542,Python Programming,Andrew Ng,Algorithms,9780621132861,Wiley,2018,English,476,1,12,M905,Member_123,2025-02-04,2025-02-19,Returned
543,Data Science Handbook,Abraham Silberschatz,Algorithms,9780310077585,Microsoft Press,2015,English,640,1,14,M667,Member_393,2025-01-25,2025-02-09,Returned
544,Web Development with Django,Abraham Silberschatz,Algorithms,9780767864664,Pearson,2018,English,1037,4,11,M602,Member_425,2025-03-01,2025-03-16,Issued
545,Artificial Intelligence Basics,Alan Beaulieu,Programming,9780739398810,OReilly,2019,English,348,3,8,M425,Member_56,2025-01-17,2025-02-01,Returned
546,Python Programming,Jake VanderPlas,Data Science,9780883455798,OReilly,2016,English,301,5,8,M256,Member_393,2025-01-10,2025-01-25,Issued
547,SQL for Beginners,Abraham Silberschatz,Programming,9780803801604,Microsoft Press,2024,English,950,6,8,M355,Member_492,2025-02-27,2025-03-14,Returned
548,Excel for Data Analysis,Abraham Silberschatz,Data Science,9780764667596,OReilly,2016,English,503,2,8,M266,Member_490,2025-01-25,2025-02-09,Returned
549,Operating System Concepts,Andrew Ng,AI,9780732754017,Microsoft Press,2018,English,957,3,8,M343,Member_228,2025-01-20,2025-02-04,Returned
550,Operating System Concepts,Abraham Silberschatz,Database,9780512318661,OReilly,2022,English,1083,9,5,M349,Member_312,2025-02-23,2025-03-10,Returned
551,Web Development with Django,John Smith,Web,9780658697956,Pearson,2016,English,580,8,15,M425,Member_2,2025-01-24,2025-02-08,Returned
552,Introduction to Algorithms,Abraham Silberschatz,Programming,9780823215498,Microsoft Press,2016,English,1126,4,5,M449,Member_396,2025-02-23,2025-03-10,Returned
553,Introduction to Algorithms,Thomas H. Cormen,Web,9780819063339,Wiley,2015,English,441,0,15,M806,Member_446,2025-02-28,2025-03-15,Issued
554,SQL for Beginners,Alan Beaulieu,Algorithms,9780308782975,Pearson,2016,English,207,1,11,M508,Member_69,2025-01-12,2025-01-27,Returned
555,Python Programming,Thomas H. Cormen,AI,9780920380419,Microsoft Press,2019,English,977,4,5,M739,Member_415,2025-01-31,2025-02-15,Returned
556,Artificial Intelligence Basics,Stuart Russell,Web,9780980799832,OReilly,2024,English,568,5,13,M886,Member_52,2025-01-15,2025-01-30,Returned
557,Introduction to Algorithms,John Smith,AI,9780814178341,Wiley,2023,English,649,0,6,M194,Member_13,2025-01-13,2025-01-28,Returned
558,Deep Learning Basics,William Vincent,Data Science,9780302604196,MIT Press,2018,English,1041,8,5,M924,Member_241,2025-01-18,2025-02-02,Returned
559,Machine Learning Guide,William Vincent,Database,9780402554669,MIT Press,2020,English,647,9,5,M901,Member_224,2025-02-16,2025-03-03,Returned
560,Data Science Handbook,Stuart Russell,Web,9780137508988,OReilly,2023,English,500,6,8,M467,Member_85,2025-02-18,2025-03-05,Returned
561,Operating System Concepts,Stuart Russell,AI,9780314411715,MIT Press,2018,English,1051,8,9,M100,Member_323,2025-01-05,2025-01-20,Returned
562,SQL for Beginners,Andrew Ng,Database,9780335958924,Wiley,2016,English,1186,0,12,M591,Member_302,2025-01-28,2025-02-12,Issued
563,Excel for Data Analysis,Andrew Ng,Algorithms,9780295573936,MIT Press,2021,English,257,3,15,M944,Member_261,2025-01-06,2025-01-21,Returned
564,Deep Learning Basics,Thomas H. Cormen,Data Science,9780744262068,Pearson,2022,English,620,1,7,M980,Member_309,2025-02-21,2025-03-08,Issued
